Country Name,Year,Literacy Rate,,,,,,
IDA total,2012,61.75999832,,,,,,
Dominican Republic,2012,90.16000366,,,,,,
South Asia,2013,69.83999634,,,,,,
Mexico,2013,93.95999908,,,,,,
Pakistan,2013,55.59000015,,,,,,
Middle income,2013,84.44999695,,,,,,
Europe & Central Asia,2013,98.18000031,,,,,,
Arab World,2013,76.22000122,,,,,,
Qatar,2013,97.48000336,,,,,,
IDA blend,2013,62.50999832,,,,,,
Upper middle income,2013,94.37000275,,,,,,
Bosnia and Herzegovina,2013,96.98999786,,,,,,
Sub-Saharan Africa (excluding high income),2013,63.11999893,,,,,,
Low & middle income,2013,82.56999969,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),2013,92.66999817,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),2013,63.11999893,,,,,,
Dominican Republic,2013,90.86000061,,,,,,
Cambodia,2013,79.65000153,,,,,,
Bangladesh,2013,61.02000046,,,,,,
Saudi Arabia,2013,94.43000031,,,,,,
Latin America & Caribbean (excluding high income),2013,92.51000214,,,,,,
"Egypt, Arab Rep.",2013,72.44000244,,,,,,
Lower middle income,2013,71.59999847,,,,,,
IDA total,2013,62.88000107,,,,,,
Benin,2013,45.08000183,,,,,,
Azerbaijan,2013,99.79000092,,,,,,
Spain,2013,98.08000183,,,,,,
Least developed countries: UN classification,2013,60.20999908,,,,,,
Senegal,2013,43.52999878,,,,,,
Ecuador,2013,93.29000092,,,,,,
Kuwait,2013,95.58999634,,,,,,
Ethiopia,2013,48.35497263,,,,,,
Other small states,2013,83,,,,,,
Turkiye,2013,95.26000214,,,,,,
El Salvador,2013,86.76999664,,,,,,
Africa Eastern and Southern,2013,69.37000275,,,,,,
Fragile and conflict affected situations,2013,65.48000336,,,,,,
"Middle East, North Africa, Afghanistan & Pakistan",2013,71.55000305,,,,,,
Europe & Central Asia (excluding high income),2013,98.20999908,,,,,,
Paraguay,2013,95.05999756,,,,,,
IDA & IBRD total,2013,82.77999878,,,,,,
IBRD only,2013,88.05000305,,,,,,
Brazil,2013,91.48000336,,,,,,
Small states,2013,84.98999786,,,,,,
Uruguay,2013,98.36000061,,,,,,
West Bank and Gaza,2013,96.05000305,,,,,,
Uzbekistan,2013,99.98999786,,,,,,
Low income,2013,58.90000153,,,,,,
South Asia (IDA & IBRD),2013,69.83999634,,,,,,
Heavily indebted poor countries (HIPC),2013,59.74000168,,,,,,
Chile,2013,96.26999664,,,,,,
Late-demographic dividend,2013,95.31999969,,,,,,
Early-demographic dividend,2013,76.70999908,,,,,,
Africa Western and Central,2013,53.84000015,,,,,,
Pre-demographic dividend,2013,60.83000183,,,,,,
East Asia & Pacific (excluding high income),2013,94.93000031,,,,,,
Latin America & Caribbean,2013,92.80999756,,,,,,
IDA only,2013,62.61999893,,,,,,
East Asia & Pacific,2013,94.62000275,,,,,,
Thailand,2013,93.69999695,,,,,,
Guatemala,2013,77.04000092,,,,,,
Mauritania,2013,62.06999969,,,,,,
Singapore,2013,96.55000305,,,,,,
Mauritius,2013,91.48999786,,,,,,
World,2013,85.20999908,,,,,,
Sub-Saharan Africa,2013,63.11999893,,,,,,
"Iran, Islamic Rep.",2013,84.62999725,,,,,,
Honduras,2013,85.45999908,,,,,,
Europe & Central Asia (IDA & IBRD countries),2013,98.87999725,,,,,,
Philippines,2013,96.40000153,,,,,,
Palau,2013,99.5,,,,,,
East Asia & Pacific (IDA & IBRD countries),2013,94.87000275,,,,,,
Arab World,2014,76.30999756,,,,,,
Moldova,2014,99.36000061,,,,,,
Uganda,2014,68.51000214,,,,,,
Least developed countries: UN classification,2014,60.79999924,,,,,,
Lower middle income,2014,72.23000336,,,,,,
Azerbaijan,2014,99.79000092,,,,,,
Morocco,2014,64.26000214,,,,,,
Uruguay,2014,98.44000244,,,,,,
Low income,2014,59.02999878,,,,,,
Late-demographic dividend,2014,95.41000366,,,,,,
Uzbekistan,2014,99.98000336,,,,,,
"Middle East, North Africa, Afghanistan & Pakistan",2014,71.93000031,,,,,,
Africa Eastern and Southern,2014,69.83000183,,,,,,
Africa Western and Central,2014,54.54000092,,,,,,
South Africa,2014,94.13999939,,,,,,
Latin America & Caribbean,2014,93.30999756,,,,,,
Angola,2014,66.02999878,,,,,,
Upper middle income,2014,94.75,,,,,,
World,2014,85.55999756,,,,,,
Low & middle income,2014,82.94999695,,,,,,
Maldives,2014,98.61000061,,,,,,
Sri Lanka,2014,92.53466182,,,,,,
Singapore,2014,96.72000122,,,,,,
Latin America & Caribbean (excluding high income),2014,92.98000336,,,,,,
Small states,2014,85.30000305,,,,,,
Early-demographic dividend,2014,77.5,,,,,,
Pre-demographic dividend,2014,61.45999908,,,,,,
IBRD only,2014,88.41000366,,,,,,
East Asia & Pacific (excluding high income),2014,95.33999634,,,,,,
East Asia & Pacific (IDA & IBRD countries),2014,95.27999878,,,,,,
Dominican Republic,2014,91.76000214,,,,,,
IDA & IBRD total,2014,83.16000366,,,,,,
Mexico,2014,94.55999756,,,,,,
Pakistan,2014,56.97999954,,,,,,
IDA total,2014,63.50999832,,,,,,
Comoros,2014,73.64949606,,,,,,
Europe & Central Asia (IDA & IBRD countries),2014,98.91999817,,,,,,
Other small states,2014,83.41999817,,,,,,
Colombia,2014,94.19000244,,,,,,
Heavily indebted poor countries (HIPC),2014,60.27000046,,,,,,
East Asia & Pacific,2014,95.08999634,,,,,,
Paraguay,2014,95.02999878,,,,,,
Honduras,2014,87.19999695,,,,,,
Sierra Leone,2014,44.36989133,,,,,,
Spain,2014,98.08999634,,,,,,
Ecuador,2014,94.22000122,,,,,,
El Salvador,2014,87.41253345,,,,,,
Fragile and conflict affected situations,2014,66.01000214,,,,,,
South Asia,2014,70.55999756,,,,,,
Europe & Central Asia,2014,98.22000122,,,,,,
IDA blend,2014,63.40000153,,,,,,
Georgia,2014,99.58999634,,,,,,
Qatar,2014,97.75,,,,,,
Sub-Saharan Africa (excluding high income),2014,63.65999985,,,,,,
Guinea,2014,32,,,,,,
Europe & Central Asia (excluding high income),2014,98.29000092,,,,,,
West Bank and Gaza,2014,96.20999908,,,,,,
Guatemala,2014,81.29000092,,,,,,
Sub-Saharan Africa,2014,63.66999817,,,,,,
Rwanda,2014,70.80000305,,,,,,
Cote d'Ivoire,2014,43.90999985,,,,,,
Peru,2014,93.70999908,,,,,,
Bangladesh,2014,61.09000015,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),2014,63.66999817,,,,,,
Tunisia,2014,79.04000092,,,,,,
Brazil,2014,91.73000336,,,,,,
Myanmar,2014,90.36000061,,,,,,
Tanzania,2014,79.89494323,,,,,,
South Asia (IDA & IBRD),2014,70.55999756,,,,,,
Mauritius,2014,92.47000122,,,,,,
Niger,2014,29.04370679,,,,,,
Burkina Faso,2014,34.59999847,,,,,,
Iraq,2014,82.19999695,,,,,,
Central Europe and the Baltics,2014,99.30999756,,,,,,
Middle income,2014,84.87000275,,,,,,
Turkiye,2014,95.44000244,,,,,,
Burundi,2014,61.29000092,,,,,,
Nicaragua,2014,87.32718065,,,,,,
Cambodia,2014,78.05999756,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),2014,93.18000031,,,,,,
Indonesia,2014,95.12000275,,,,,,
IDA only,2014,63.11999893,,,,,,
"Iran, Islamic Rep.",2014,84.70999908,,,,,,
Low & middle income,2015,83.44000244,,,,,,
Middle income,2015,85.36000061,,,,,,
West Bank and Gaza,2015,96.48000336,,,,,,
Sub-Saharan Africa (excluding high income),2015,64.26000214,,,,,,
Thailand,2015,92.87000275,,,,,,
South Africa,2015,94.37000275,,,,,,
South Asia,2015,71.95999908,,,,,,
Turkiye,2015,95.59999847,,,,,,
El Salvador,2015,87.97000122,,,,,,
Senegal,2015,43.59000015,,,,,,
Mexico,2015,94.47000122,,,,,,
Tanzania,2015,77.88999939,,,,,,
Sierra Leone,2015,49.40000153,,,,,,
Singapore,2015,96.83000183,,,,,,
"Middle East, North Africa, Afghanistan & Pakistan",2015,72.75,,,,,,
World,2015,85.95999908,,,,,,
Sub-Saharan Africa,2015,64.26000214,,,,,,
Paraguay,2015,95.55000305,,,,,,
Togo,2015,63.75,,,,,,
Other small states,2015,84.22000122,,,,,,
Europe & Central Asia (IDA & IBRD countries),2015,98.97000122,,,,,,
Timor-Leste,2015,64.44999695,,,,,,
Uzbekistan,2015,99.98000336,,,,,,
Peru,2015,94.16000366,,,,,,
Uruguay,2015,98.51999664,,,,,,
Late-demographic dividend,2015,95.56999969,,,,,,
East Asia & Pacific (IDA & IBRD countries),2015,95.48999786,,,,,,
"Venezuela, RB",2015,96.61000061,,,,,,
South Asia (IDA & IBRD),2015,71.95999908,,,,,,
Philippines,2015,98.18000031,,,,,,
Palau,2015,96.58999634,,,,,,
Mauritius,2015,92.70999908,,,,,,
Small states,2015,85.86000061,,,,,,
Pre-demographic dividend,2015,62.08000183,,,,,,
Mauritania,2015,65.11000061,,,,,,
Mozambique,2015,56.04000092,,,,,,
Oman,2015,93.04000092,,,,,,
Mali,2015,33.06999969,,,,,,
Upper middle income,2015,94.88999939,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),2015,64.26000214,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),2015,93.33000183,,,,,,
Lower middle income,2015,73.30999756,,,,,,
Heavily indebted poor countries (HIPC),2015,60.84999847,,,,,,
Colombia,2015,94.25,,,,,,
East Asia & Pacific,2015,95.30000305,,,,,,
Europe & Central Asia,2015,98.26999664,,,,,,
Latin America & Caribbean,2015,93.44999695,,,,,,
Chile,2015,96.87000275,,,,,,
Low income,2015,59.70000076,,,,,,
Latin America & Caribbean (excluding high income),2015,93.11000061,,,,,,
Fragile and conflict affected situations,2015,66.43000031,,,,,,
Honduras,2015,87.91000366,,,,,,
Azerbaijan,2015,99.79000092,,,,,,
IDA blend,2015,64.12999725,,,,,,
Central Europe and the Baltics,2015,99.33000183,,,,,,
Guatemala,2015,80.19999695,,,,,,
Least developed countries: UN classification,2015,62.72999954,,,,,,
Bangladesh,2015,65.13999939,,,,,,
IDA only,2015,64.87999725,,,,,,
Early-demographic dividend,2015,78.41000366,,,,,,
"Gambia, The",2015,50.77999878,,,,,,
Indonesia,2015,95.22000122,,,,,,
Lao PDR,2015,84.66000366,,,,,,
Ghana,2015,60.19810354,,,,,,
Belize,2015,90.91999817,,,,,,
Bolivia,2015,92.45999908,,,,,,
Sri Lanka,2015,92.5537849,,,,,,
Arab World,2015,77.15000153,,,,,,
Brazil,2015,92.05000305,,,,,,
Angola,2015,66.23999786,,,,,,
IBRD only,2015,88.69000244,,,,,,
Afghanistan,2015,33.75,,,,,,
Africa Western and Central,2015,55.40999985,,,,,,
Europe & Central Asia (excluding high income),2015,98.36000061,,,,,,
Cambodia,2015,80.52999878,,,,,,
"Iran, Islamic Rep.",2015,85.28343266,,,,,,
Cabo Verde,2015,86.79000092,,,,,,
IDA total,2015,64.91999817,,,,,,
Dominican Republic,2015,91.98999786,,,,,,
Kuwait,2015,95.69000244,,,,,,
Ecuador,2015,94.45999908,,,,,,
East Asia & Pacific (excluding high income),2015,95.54000092,,,,,,
Spain,2015,98.13999939,,,,,,
Africa Eastern and Southern,2015,70.23999786,,,,,,
IDA & IBRD total,2015,83.63999939,,,,,,
Mauritius,2016,93.16000366,,,,,,
Brazil,2016,92.80999756,,,,,,
Europe & Central Asia (IDA & IBRD countries),2016,99.02999878,,,,,,
Sub-Saharan Africa (excluding high income),2016,64.88999939,,,,,,
South Asia (IDA & IBRD),2016,73.34999847,,,,,,
IDA only,2016,66.61000061,,,,,,
Indonesia,2016,95.37999725,,,,,,
East Asia & Pacific (IDA & IBRD countries),2016,95.69000244,,,,,,
Middle income,2016,85.76000214,,,,,,
Serbia,2016,98.83999634,,,,,,
Fragile and conflict affected situations,2016,66.90000153,,,,,,
Dominican Republic,2016,93.77999878,,,,,,
"Middle East, North Africa, Afghanistan & Pakistan",2016,72.34999847,,,,,,
Nigeria,2016,58.22000122,,,,,,
Central Europe and the Baltics,2016,99.34999847,,,,,,
Colombia,2016,94.65000153,,,,,,
Thailand,2016,91.98000336,,,,,,
Spain,2016,98.25,,,,,,
Namibia,2016,88.13049792,,,,,,
"Congo, Dem. Rep.",2016,77.04000092,,,,,,
Senegal,2016,46.09999847,,,,,,
Cote d'Ivoire,2016,50.04000092,,,,,,
Ethiopia,2016,47.49000168,,,,,,
Tonga,2016,97.15000153,,,,,,
Iraq,2016,83.30000305,,,,,,
El Salvador,2016,88.13999939,,,,,,
East Asia & Pacific (excluding high income),2016,95.73999786,,,,,,
Latin America & Caribbean (excluding high income),2016,93.55999756,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),2016,93.77999878,,,,,,
South Asia,2016,73.34999847,,,,,,
Singapore,2016,97.05000305,,,,,,
Chad,2016,22.30999947,,,,,,
Timor-Leste,2016,65.77999878,,,,,,
Mexico,2016,94.86000061,,,,,,
Nepal,2016,65.5,,,,,,
Early-demographic dividend,2016,79.08000183,,,,,,
Small states,2016,87.06999969,,,,,,
Sub-Saharan Africa,2016,64.88999939,,,,,,
Uzbekistan,2016,99.98999786,,,,,,
Pre-demographic dividend,2016,62.68000031,,,,,,
Arab World,2016,75.91999817,,,,,,
Lesotho,2016,97.26999664,,,,,,
"Venezuela, RB",2016,97.12999725,,,,,,
IBRD only,2016,88.87000275,,,,,,
East Asia & Pacific,2016,95.5,,,,,,
IDA total,2016,66.31999969,,,,,,
Low & middle income,2016,83.83000183,,,,,,
Sri Lanka,2016,92.38999939,,,,,,
Africa Western and Central,2016,55.86999893,,,,,,
World,2016,86.27999878,,,,,,
"Iran, Islamic Rep.",2016,85.54000092,,,,,,
Samoa,2016,99.40000153,,,,,,
Europe & Central Asia (excluding high income),2016,98.48000336,,,,,,
Lower middle income,2016,74.06999969,,,,,,
Peru,2016,94.16999817,,,,,,
Africa Eastern and Southern,2016,70.95999908,,,,,,
South Africa,2016,91.73999786,,,,,,
IDA & IBRD total,2016,84.02999878,,,,,,
Latin America & Caribbean,2016,93.88999939,,,,,,
Heavily indebted poor countries (HIPC),2016,61.45999908,,,,,,
Uruguay,2016,98.55999756,,,,,,
Low income,2016,60.36000061,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),2016,64.88999939,,,,,,
Myanmar,2016,84.77999878,,,,,,
Maldives,2016,97.73000336,,,,,,
Ecuador,2016,94.34999847,,,,,,
Bangladesh,2016,72.76000214,,,,,,
Least developed countries: UN classification,2016,64.59999847,,,,,,
West Bank and Gaza,2016,96.72000122,,,,,,
Turkiye,2016,95.86000061,,,,,,
"Macao SAR, China",2016,96.54000092,,,,,,
Paraguay,2016,94.65000153,,,,,,
Europe & Central Asia,2016,98.33000183,,,,,,
IDA blend,2016,64.84999847,,,,,,
Uganda,2016,69.09999847,,,,,,
Azerbaijan,2016,99.79000092,,,,,,
Honduras,2016,88.98999786,,,,,,
Armenia,2016,99.73999786,,,,,,
Other small states,2016,85.87000275,,,,,,
Late-demographic dividend,2016,95.79000092,,,,,,
Upper middle income,2016,95.12000275,,,,,,
Burundi,2016,65.69000244,,,,,,
Malaysia,2016,94.87999725,,,,,,
Europe & Central Asia,2017,98.41000366,,,,,,
Malawi,2017,72.82667782,,,,,,
El Salvador,2017,88.48000336,,,,,,
Europe & Central Asia (excluding high income),2017,98.58999634,,,,,,
Senegal,2017,51.90000153,,,,,,
Ecuador,2017,92.83000183,,,,,,
Peru,2017,94.15000153,,,,,,
Pakistan,2017,59.13000107,,,,,,
Papua New Guinea,2017,70.05999756,,,,,,
IBRD only,2017,89.05999756,,,,,,
IDA total,2017,66.91000366,,,,,,
Haiti,2017,68.01000214,,,,,,
Pre-demographic dividend,2017,63.84000015,,,,,,
Heavily indebted poor countries (HIPC),2017,62.58000183,,,,,,
Puerto Rico (US),2017,92.38999939,,,,,,
Other small states,2017,86.23000336,,,,,,
IDA blend,2017,65.05999756,,,,,,
West Bank and Gaza,2017,96.91999817,,,,,,
Oman,2017,95.58000183,,,,,,
Ghana,2017,64.48999786,,,,,,
Nepal,2017,66.86539476,,,,,,
Georgia,2017,99.36000061,,,,,,
Fragile and conflict affected situations,2017,67.61000061,,,,,,
IDA only,2017,67.41000366,,,,,,
South Asia,2017,74.01999664,,,,,,
Saudi Arabia,2017,95.33000183,,,,,,
Lower middle income,2017,74.61000061,,,,,,
"Egypt, Arab Rep.",2017,71.16999817,,,,,,
North America,2017,98.75,,,,,,
Singapore,2017,97.19999695,,,,,,
Sierra Leone,2017,44.83000183,,,,,,
Malaysia,2017,95.08000183,,,,,,
Sub-Saharan Africa (excluding high income),2017,65.23999786,,,,,,
East Asia & Pacific (IDA & IBRD countries),2017,95.87999725,,,,,,
"Iran, Islamic Rep.",2017,85.94679069,,,,,,
Latin America & Caribbean (excluding high income),2017,93.61000061,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),2017,93.80999756,,,,,,
Central Europe and the Baltics,2017,99.37000275,,,,,,
Bhutan,2017,66.55999756,,,,,,
South Asia (IDA & IBRD),2017,74.01999664,,,,,,
"Middle East, North Africa, Afghanistan & Pakistan",2017,72.72000122,,,,,,
Lao PDR,2017,73.72000122,,,,,,
Mozambique,2017,60.65999985,,,,,,
Latin America & Caribbean,2017,93.91999817,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),2017,65.25,,,,,,
Maldives,2017,94.51000214,,,,,,
Bangladesh,2017,72.88999939,,,,,,
Least developed countries: UN classification,2017,65.48999786,,,,,,
Turkiye,2017,96.15000153,,,,,,
Benin,2017,38.86999893,,,,,,
Burundi,2017,68.37999725,,,,,,
Azerbaijan,2017,99.79000092,,,,,,
Africa Eastern and Southern,2017,70.87999725,,,,,,
Samoa,2017,99.70719033,,,,,,
World,2017,86.47000122,,,,,,
Sri Lanka,2017,91.90000153,,,,,,
Low & middle income,2017,84.05999756,,,,,,
Africa Western and Central,2017,56.88000107,,,,,,
Mexico,2017,94.97000122,,,,,,
"Venezuela, RB",2017,97.18371831,,,,,,
Arab World,2017,76.58999634,,,,,,
Uruguay,2017,98.62000275,,,,,,
Upper middle income,2017,95.16000366,,,,,,
Low income,2017,61.41999817,,,,,,
Late-demographic dividend,2017,95.94999695,,,,,,
Armenia,2017,99.73999786,,,,,,
Albania,2017,98.80999756,,,,,,
Chile,2017,96.40000153,,,,,,
Brazil,2017,93.08000183,,,,,,
Early-demographic dividend,2017,79.33000183,,,,,,
IDA & IBRD total,2017,84.25,,,,,,
Dominican Republic,2017,93.23321534,,,,,,
Middle income,2017,85.95999908,,,,,,
Small states,2017,87.33000183,,,,,,
Cayman Islands,2017,98.87000275,,,,,,
East Asia & Pacific (excluding high income),2017,95.93000031,,,,,,
Europe & Central Asia (IDA & IBRD countries),2017,99.08999634,,,,,,
Sub-Saharan Africa,2017,65.25,,,,,,
East Asia & Pacific,2017,95.69000244,,,,,,
Iraq,2017,85.59999847,,,,,,
Kuwait,2017,96.04000092,,,,,,
Togo,2017,60.95370219,,,,,,
Colombia,2017,94.88738856,,,,,,
IBRD only,2018,89.29000092,,,,,,
Honduras,2018,87.20999908,,,,,,
Zambia,2018,71.12999725,,,,,,
East Asia & Pacific (excluding high income),2018,95.94999695,,,,,,
El Salvador,2018,89.01000214,,,,,,
Europe & Central Asia,2018,98.5,,,,,,
Upper middle income,2018,95.31999969,,,,,,
Small states,2018,87.52999878,,,,,,
Sub-Saharan Africa (excluding high income),2018,67.12000275,,,,,,
Africa Eastern and Southern,2018,71.66999817,,,,,,
Uruguay,2018,98.69999695,,,,,,
Arab World,2018,76.91000366,,,,,,
Uzbekistan,2018,99.98999786,,,,,,
Heavily indebted poor countries (HIPC),2018,64.54000092,,,,,,
East Asia & Pacific,2018,95.73000336,,,,,,
Peru,2018,94.41000366,,,,,,
World,2018,86.76000214,,,,,,
Early-demographic dividend,2018,79.68000031,,,,,,
Africa Western and Central,2018,60.34999847,,,,,,
Sub-Saharan Africa,2018,67.12999725,,,,,,
Europe & Central Asia (excluding high income),2018,98.66000366,,,,,,
Pre-demographic dividend,2018,65.79000092,,,,,,
"Congo, Dem. Rep.",2018,73.55000305,,,,,,
East Asia & Pacific (IDA & IBRD countries),2018,95.90000153,,,,,,
Dominican Republic,2018,93.43605849,,,,,,
Thailand,2018,93.76999664,,,,,,
Senegal,2018,46.61000061,,,,,,
South Asia,2018,74.73999786,,,,,,
Spain,2018,98.44000244,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),2018,94,,,,,,
Central Europe and the Baltics,2018,99.41999817,,,,,,
Brazil,2018,93.23000336,,,,,,
South Asia (IDA & IBRD),2018,74.73999786,,,,,,
Fragile and conflict affected situations,2018,67.41999817,,,,,,
Colombia,2018,95.08999634,,,,,,
Europe & Central Asia (IDA & IBRD countries),2018,99.19999695,,,,,,
Singapore,2018,97.33999634,,,,,,
Rwanda,2018,73.22000122,,,,,,
Georgia,2018,99.65000153,,,,,,
Sierra Leone,2018,48.81436677,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),2018,67.12999725,,,,,,
Guinea,2018,39.61999893,,,,,,
Tunisia,2018,79.48000336,,,,,,
Bangladesh,2018,73.91000366,,,,,,
West Bank and Gaza,2018,97.22000122,,,,,,
"Gambia, The",2018,53.15999985,,,,,,
Burkina Faso,2018,39.34999847,,,,,,
Guatemala,2018,80.80999756,,,,,,
Paraguay,2018,94.01999664,,,,,,
Cameroon,2018,72.55000305,,,,,,
Armenia,2018,100,,,,,,
IDA & IBRD total,2018,84.62000275,,,,,,
Lower middle income,2018,75.44000244,,,,,,
Kiribati,2018,97.95999908,,,,,,
"Middle East, North Africa, Afghanistan & Pakistan",2018,72.66000366,,,,,,
Low income,2018,61.72000122,,,,,,
IDA total,2018,68,,,,,,
Myanmar,2018,95.81428591,,,,,,
Kuwait,2018,96.05999756,,,,,,
Lesotho,2018,86.23999786,,,,,,
IDA blend,2018,67.43000031,,,,,,
Low & middle income,2018,84.43000031,,,,,,
IDA only,2018,68.83000183,,,,,,
Mexico,2018,95.37999725,,,,,,
Mongolia,2018,96.90000153,,,,,,
Indonesia,2018,95.66000366,,,,,,
Montenegro,2018,98.52999878,,,,,,
Latin America & Caribbean (excluding high income),2018,93.80999756,,,,,,
Malaysia,2018,94.84999847,,,,,,
Other small states,2018,86.5,,,,,,
Niger,2018,33.04999924,,,,,,
Sri Lanka,2018,91.70999908,,,,,,
Late-demographic dividend,2018,96.09999847,,,,,,
Least developed countries: UN classification,2018,65.94999695,,,,,,
Oman,2018,95.65000153,,,,,,
North America,2018,98.76000214,,,,,,
Mali,2018,35.47000122,,,,,,
Panama,2018,95.41000366,,,,,,
Latin America & Caribbean,2018,94.09999847,,,,,,
Malawi,2018,76.72000122,,,,,,
Middle income,2018,86.37000275,,,,,,
Pakistan,2018,57.00999832,,,,,,
India,2018,73.68835248,,,,,,
"Iran, Islamic Rep.",2018,86.86883509,,,,,,
Jordan,2018,95.43000031,,,,,,
Namibia,2018,88.28323766,,,,,,
Lebanon,2018,92.66999817,,,,,,
Madagascar,2018,76.68000031,,,,,,
Central African Republic,2019,42.43999863,,,,,,
Latin America & Caribbean,2019,94.26999664,,,,,,
South Asia (IDA & IBRD),2019,74.51000214,,,,,,
India,2019,74.893863,,,,,,
"Middle East, North Africa, Afghanistan & Pakistan",2019,72.90000153,,,,,,
Small states,2019,87.70999908,,,,,,
Myanmar,2019,89.06999969,,,,,,
Central Europe and the Baltics,2019,99.44000244,,,,,,
Brazil,2019,93.8926267,,,,,,
Europe & Central Asia (excluding high income),2019,98.80000305,,,,,,
Tonga,2019,91.05000305,,,,,,
Lebanon,2019,92.00997448,,,,,,
Nepal,2019,68.70999908,,,,,,
Georgia,2019,99.87571517,,,,,,
Zimbabwe,2019,93.23000336,,,,,,
Mexico,2019,95.38894032,,,,,,
Latin America & Caribbean (excluding high income),2019,93.98999786,,,,,,
Dominican Republic,2019,93.67269162,,,,,,
East Asia & Pacific (IDA & IBRD countries),2019,96.05000305,,,,,,
Middle income,2019,86.45999908,,,,,,
North America,2019,98.76000214,,,,,,
Cuba,2019,97.65000153,,,,,,
Senegal,2019,46.83000183,,,,,,
Cambodia,2019,87.66000366,,,,,,
Chad,2019,30.62999916,,,,,,
Europe & Central Asia (IDA & IBRD countries),2019,99.26999664,,,,,,
East Asia & Pacific (excluding high income),2019,96.09999847,,,,,,
Ethiopia,2019,55.04999924,,,,,,
Colombia,2019,95.25,,,,,,
Togo,2019,66.54000092,,,,,,
Marshall Islands,2019,98.18000031,,,,,,
IDA only,2019,69.08999634,,,,,,
Sierra Leone,2019,43.58000183,,,,,,
Thailand,2019,91.26999664,,,,,,
Sao Tome and Principe,2019,87.44000244,,,,,,
Cote d'Ivoire,2019,56.95924006,,,,,,
South Asia,2019,74.51000214,,,,,,
Belarus,2019,99.87000275,,,,,,
Malaysia,2019,94.97000122,,,,,,
Fragile and conflict affected situations,2019,67.20999908,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),2019,94.16999817,,,,,,
Europe & Central Asia,2019,98.56999969,,,,,,
Bangladesh,2019,74.68000031,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),2019,67.73000336,,,,,,
Maldives,2019,98.20999908,,,,,,
Arab World,2019,77.15000153,,,,,,
Uzbekistan,2019,100,,,,,,
Heavily indebted poor countries (HIPC),2019,64.70999908,,,,,,
Lesotho,2019,92.39616595,,,,,,
Viet Nam,2019,95.75,,,,,,
Vanuatu,2019,92.4744487,,,,,,
East Asia & Pacific,2019,95.87000275,,,,,,
IDA total,2019,68.20999908,,,,,,
Serbia,2019,99.48000336,,,,,,
Africa Western and Central,2019,60.13999939,,,,,,
"Somalia, Fed. Rep.",2019,63.65793783,,,,,,
Low & middle income,2019,84.47000122,,,,,,
Sri Lanka,2019,92.25,,,,,,
Philippines,2019,96.27999878,,,,,,
World,2019,86.79000092,,,,,,
Sub-Saharan Africa (excluding high income),2019,67.72000122,,,,,,
Samoa,2019,97.98999786,,,,,,
Africa Eastern and Southern,2019,72.80000305,,,,,,
Pakistan,2019,58,,,,,,
South Africa,2019,95.01999664,,,,,,
Panama,2019,95.73999786,,,,,,
Lower middle income,2019,75.41000366,,,,,,
IDA & IBRD total,2019,84.65000153,,,,,,
IBRD only,2019,89.33999634,,,,,,
Pre-demographic dividend,2019,65.93000031,,,,,,
Mongolia,2019,98.45999908,,,,,,
El Salvador,2019,89.13999939,,,,,,
West Bank and Gaza,2019,97.37999725,,,,,,
Italy,2019,99.34999847,,,,,,
Tunisia,2019,80.55000305,,,,,,
Guinea-Bissau,2019,54.88000107,,,,,,
Burkina Faso,2019,29.65999985,,,,,,
Least developed countries: UN classification,2019,66.22000122,,,,,,
Early-demographic dividend,2019,79.79000092,,,,,,
Turkiye,2019,96.73999786,,,,,,
Benin,2019,49,,,,,,
Uruguay,2019,98.76999664,,,,,,
Paraguay,2019,93.20999908,,,,,,
IDA blend,2019,67.51999664,,,,,,
Singapore,2019,97.48000336,,,,,,
Azerbaijan,2019,99.80000305,,,,,,
United Arab Emirates,2019,97.77999878,,,,,,
"Iran, Islamic Rep.",2019,87.37883067,,,,,,
Upper middle income,2019,95.62000275,,,,,,
Low income,2019,61.74000168,,,,,,
Late-demographic dividend,2019,96.23000336,,,,,,
Honduras,2019,88.51000214,,,,,,
Other small states,2019,86.70999908,,,,,,
Sub-Saharan Africa,2019,67.73000336,,,,,,
Armenia,2019,100,,,,,,
Mongolia,2020,99.18000031,,,,,,
East Asia & Pacific,2020,96.08999634,,,,,,
East Asia & Pacific (excluding high income),2020,96.30999756,,,,,,
Early-demographic dividend,2020,80.30000305,,,,,,
Mozambique,2020,59.77999878,,,,,,
Myanmar,2020,93.52739555,,,,,,
"Iran, Islamic Rep.",2020,87.9028264,,,,,,
Sub-Saharan Africa,2020,67.88999939,,,,,,
